Freq(Hz),SPL_L(dB),Phase_L(degrees),SPL_R(dB),Phase_R(degrees)
16684.195,72.954,-29.705,62.818,-29.413
16684.531,72.960,-29.717,62.826,-29.393
16684.867,72.964,-29.753,62.834,-29.407
16685.205,72.966,-29.804,62.839,-29.448
16685.541,72.963,-29.854,62.840,-29.496
16685.877,72.958,-29.889,62.836,-29.532
16686.213,72.952,-29.900,62.831,-29.542
16686.551,72.947,-29.890,62.828,-29.530
16686.887,72.945,-29.867,62.827,-29.509
16687.223,72.947,-29.847,62.829,-29.499
16687.561,72.950,-29.839,62.832,-29.509
16687.896,72.953,-29.847,62.833,-29.538
16688.232,72.955,-29.867,62.831,-29.573
16688.568,72.955,-29.887,62.826,-29.598
16688.906,72.952,-29.898,62.819,-29.601
16689.242,72.950,-29.894,62.813,-29.580
16689.578,72.948,-29.876,62.810,-29.547
16689.914,72.948,-29.852,62.811,-29.516
16690.252,72.949,-29.830,62.814,-29.498
16690.588,72.953,-29.818,62.818,-29.498
16690.924,72.956,-29.817,62.821,-29.509
16691.260,72.958,-29.827,62.822,-29.525
16691.598,72.959,-29.841,62.823,-29.538
16691.934,72.959,-29.855,62.824,-29.550
16692.270,72.958,-29.865,62.826,-29.565
16692.607,72.956,-29.872,62.827,-29.586
16692.943,72.955,-29.876,62.827,-29.612
16693.279,72.955,-29.880,62.825,-29.636
16693.615,72.954,-29.887,62.822,-29.649
16693.953,72.953,-29.897,62.818,-29.643
16694.289,72.953,-29.908,62.816,-29.620
16694.625,72.951,-29.920,62.817,-29.592
16694.961,72.949,-29.928,62.821,-29.574
16695.299,72.947,-29.931,62.826,-29.574
16695.635,72.945,-29.927,62.829,-29.595
16695.971,72.944,-29.918,62.830,-29.623
16696.307,72.944,-29.904,62.827,-29.642
16696.645,72.945,-29.891,62.822,-29.639
16696.980,72.948,-29.881,62.819,-29.611
16697.316,72.951,-29.877,62.819,-29.571
16697.652,72.954,-29.881,62.823,-29.537
16697.990,72.957,-29.891,62.830,-29.526
16698.326,72.959,-29.905,62.836,-29.544
16698.662,72.959,-29.917,62.840,-29.585
16699.000,72.960,-29.926,62.839,-29.631
16699.336,72.960,-29.931,62.834,-29.665
16699.672,72.960,-29.933,62.828,-29.676
16700.008,72.960,-29.935,62.823,-29.667
16700.346,72.961,-29.938,62.819,-29.649
16700.682,72.961,-29.944,62.818,-29.634
16701.018,72.961,-29.954,62.818,-29.628
16701.354,72.961,-29.966,62.818,-29.630
16701.691,72.960,-29.980,62.816,-29.632
16702.027,72.958,-29.993,62.814,-29.627
16702.363,72.955,-30.004,62.813,-29.614
16702.699,72.952,-30.010,62.813,-29.597
16703.037,72.949,-30.009,62.815,-29.585
16703.373,72.946,-29.999,62.819,-29.585
16703.709,72.945,-29.984,62.822,-29.597
16704.047,72.946,-29.968,62.824,-29.617
16704.383,72.948,-29.961,62.825,-29.638
16704.719,72.952,-29.969,62.825,-29.656
16705.055,72.955,-29.993,62.825,-29.671
16705.393,72.956,-30.030,62.825,-29.687
16705.729,72.954,-30.069,62.825,-29.706
16706.064,72.950,-30.096,62.824,-29.727
16706.400,72.944,-30.100,62.822,-29.743
16706.738,72.939,-30.079,62.819,-29.749
16707.074,72.937,-30.042,62.816,-29.742
16707.410,72.939,-30.003,62.815,-29.726
16707.746,72.945,-29.979,62.816,-29.709
16708.084,72.953,-29.981,62.818,-29.699
16708.420,72.959,-30.010,62.821,-29.701
16708.756,72.962,-30.056,62.822,-29.713
16709.094,72.961,-30.101,62.823,-29.725
16709.430,72.957,-30.131,62.822,-29.732
16709.766,72.952,-30.139,62.822,-29.732
16710.102,72.948,-30.127,62.822,-29.729
16710.439,72.947,-30.106,62.824,-29.729
16710.775,72.948,-30.091,62.826,-29.738
16711.111,72.951,-30.089,62.827,-29.753
16711.447,72.953,-30.103,62.827,-29.769
16711.785,72.954,-30.126,62.826,-29.779
16712.121,72.953,-30.148,62.826,-29.780
16712.457,72.951,-30.164,62.827,-29.776
16712.793,72.949,-30.170,62.830,-29.777
16713.131,72.948,-30.172,62.833,-29.791
16713.467,72.947,-30.174,62.835,-29.819
16713.803,72.947,-30.181,62.835,-29.853
16714.141,72.946,-30.191,62.833,-29.881
16714.477,72.945,-30.200,62.829,-29.893
16714.812,72.942,-30.201,62.825,-29.887
16715.148,72.940,-30.192,62.823,-29.868
16715.486,72.940,-30.174,62.823,-29.846
16715.822,72.941,-30.155,62.825,-29.830
16716.158,72.944,-30.142,62.827,-29.821
16716.494,72.947,-30.141,62.829,-29.817
16716.832,72.950,-30.151,62.831,-29.815
16717.168,72.951,-30.164,62.832,-29.813
16717.504,72.951,-30.174,62.834,-29.815
16717.840,72.950,-30.174,62.836,-29.825
16718.178,72.950,-30.166,62.837,-29.845
16718.514,72.952,-30.155,62.835,-29.866
16718.850,72.955,-30.150,62.830,-29.876
16719.188,72.958,-30.157,62.825,-29.866
16719.523,72.960,-30.175,62.822,-29.837
16719.859,72.961,-30.200,62.822,-29.801
16720.195,72.960,-30.223,62.827,-29.777
16720.533,72.957,-30.236,62.833,-29.781
16720.869,72.954,-30.236,62.838,-29.815
16721.205,72.952,-30.228,62.838,-29.868
16721.541,72.952,-30.217,62.834,-29.916
16721.879,72.953,-30.211,62.827,-29.941
16722.215,72.955,-30.214,62.820,-29.935
16722.551,72.956,-30.224,62.816,-29.909
16722.887,72.956,-30.238,62.817,-29.883
16723.225,72.955,-30.249,62.820,-29.874
16723.561,72.954,-30.255,62.823,-29.886
16723.896,72.953,-30.257,62.823,-29.909
16724.232,72.953,-30.258,62.821,-29.925
16724.570,72.954,-30.262,62.818,-29.920
16724.906,72.954,-30.271,62.817,-29.896
16725.242,72.954,-30.284,62.819,-29.866
16725.580,72.953,-30.299,62.825,-29.850
16725.916,72.952,-30.312,62.831,-29.860
16726.252,72.950,-30.321,62.836,-29.893
16726.588,72.947,-30.325,62.837,-29.936
16726.926,72.945,-30.326,62.834,-29.969
16727.262,72.944,-30.325,62.830,-29.983
16727.598,72.942,-30.323,62.827,-29.981
16727.934,72.941,-30.319,62.825,-29.974
16728.271,72.941,-30.315,62.825,-29.974
16728.607,72.941,-30.312,62.824,-29.985
16728.943,72.942,-30.313,62.821,-29.998
16729.279,72.944,-30.320,62.816,-30.001
16729.617,72.945,-30.336,62.811,-29.984
16729.953,72.945,-30.355,62.809,-29.952
16730.289,72.943,-30.372,62.810,-29.921
16730.627,72.941,-30.381,62.815,-29.907
16730.963,72.938,-30.375,62.821,-29.922
16731.299,72.937,-30.357,62.824,-29.961
16731.635,72.938,-30.332,62.823,-30.006
16731.973,72.941,-30.311,62.818,-30.037
16732.309,72.947,-30.303,62.813,-30.043
16732.645,72.953,-30.314,62.810,-30.025
16732.980,72.957,-30.340,62.810,-29.999
16733.318,72.959,-30.372,62.815,-29.984
16733.654,72.958,-30.399,62.820,-29.991
16733.990,72.955,-30.412,62.825,-30.017
16734.326,72.952,-30.408,62.827,-30.052
16734.664,72.950,-30.391,62.826,-30.080
16735.000,72.950,-30.368,62.825,-30.094
16735.336,72.951,-30.349,62.823,-30.094
16735.674,72.953,-30.336,62.824,-30.087
16736.010,72.954,-30.331,62.825,-30.082
16736.346,72.955,-30.329,62.827,-30.081
16736.682,72.956,-30.328,62.828,-30.084
16737.020,72.956,-30.327,62.829,-30.089
16737.355,72.956,-30.329,62.830,-30.093
16737.691,72.957,-30.337,62.830,-30.098
16738.027,72.957,-30.353,62.830,-30.107
16738.365,72.955,-30.374,62.829,-30.117
16738.701,72.952,-30.395,62.827,-30.123
16739.037,72.948,-30.408,62.823,-30.118
16739.373,72.943,-30.410,62.820,-30.098
16739.711,72.939,-30.400,62.819,-30.066
16740.047,72.937,-30.385,62.822,-30.037
16740.383,72.937,-30.374,62.828,-30.027
16740.719,72.938,-30.371,62.833,-30.043
16741.057,72.940,-30.380,62.837,-30.085
16741.393,72.940,-30.396,62.836,-30.135
16741.729,72.940,-30.411,62.832,-30.174
16742.066,72.939,-30.418,62.825,-30.187
16742.402,72.938,-30.416,62.820,-30.173
16742.738,72.939,-30.410,62.818,-30.143
16743.074,72.941,-30.406,62.821,-30.117
16743.412,72.945,-30.412,62.825,-30.112
16743.748,72.948,-30.429,62.830,-30.129
16744.084,72.949,-30.453,62.831,-30.158
16744.420,72.949,-30.473,62.830,-30.185
16744.758,72.947,-30.482,62.827,-30.195
16745.094,72.945,-30.476,62.824,-30.185
16745.430,72.945,-30.457,62.824,-30.164
16745.766,72.947,-30.438,62.826,-30.145
16746.104,72.951,-30.427,62.829,-30.138
16746.439,72.956,-30.434,62.833,-30.148
16746.775,72.959,-30.458,62.834,-30.166
16747.113,72.960,-30.489,62.834,-30.184
16747.449,72.958,-30.518,62.831,-30.193
16747.785,72.955,-30.534,62.829,-30.189
16748.121,72.952,-30.536,62.828,-30.177
16748.459,72.950,-30.527,62.828,-30.164
16748.795,72.950,-30.519,62.830,-30.157
16749.131,72.951,-30.520,62.832,-30.161
16749.467,72.953,-30.535,62.834,-30.175
16749.805,72.953,-30.560,62.835,-30.196
16750.141,72.951,-30.586,62.834,-30.219
16750.477,72.948,-30.604,62.831,-30.237
16750.812,72.944,-30.607,62.828,-30.245
16751.150,72.941,-30.595,62.825,-30.243
16751.486,72.940,-30.576,62.824,-30.233
16751.822,72.941,-30.558,62.824,-30.221
16752.160,72.944,-30.551,62.827,-30.216
16752.496,72.947,-30.556,62.830,-30.227
16752.832,72.949,-30.571,62.832,-30.253
16753.168,72.950,-30.588,62.832,-30.288
16753.506,72.949,-30.600,62.829,-30.318
16753.842,72.947,-30.602,62.823,-30.330
16754.178,72.946,-30.595,62.818,-30.319
16754.514,72.946,-30.583,62.815,-30.291
16754.852,72.947,-30.571,62.816,-30.259
16755.188,72.948,-30.563,62.820,-30.240
16755.523,72.950,-30.560,62.825,-30.243
16755.859,72.951,-30.561,62.828,-30.265
16756.197,72.952,-30.564,62.828,-30.295
16756.533,72.952,-30.566,62.826,-30.317
16756.869,72.953,-30.568,62.823,-30.323
16757.207,72.953,-30.570,62.821,-30.315
16757.543,72.954,-30.576,62.821,-30.307
16757.879,72.955,-30.588,62.823,-30.309
16758.215,72.955,-30.606,62.825,-30.328
16758.553,72.953,-30.627,62.824,-30.357
16758.889,72.951,-30.648,62.820,-30.379
16759.225,72.948,-30.663,62.815,-30.382
16759.561,72.944,-30.670,62.811,-30.360
16759.898,72.940,-30.666,62.810,-30.322
16760.234,72.938,-30.655,62.814,-30.289
16760.570,72.938,-30.642,62.821,-30.279
16760.906,72.939,-30.632,62.827,-30.300
16761.244,72.942,-30.632,62.831,-30.344
16761.580,72.945,-30.644,62.830,-30.392
16761.916,72.947,-30.666,62.825,-30.421
16762.254,72.947,-30.692,62.819,-30.421
16762.590,72.946,-30.715,62.814,-30.392
16762.926,72.943,-30.728,62.814,-30.351
16763.262,72.941,-30.728,62.817,-30.315
16763.600,72.939,-30.716,62.823,-30.301
16763.936,72.939,-30.700,62.829,-30.311
16764.271,72.941,-30.686,62.832,-30.337
16764.607,72.944,-30.681,62.833,-30.365
16764.945,72.947,-30.686,62.831,-30.383
16765.281,72.949,-30.698,62.829,-30.386
16765.617,72.949,-30.709,62.828,-30.381
16765.953,72.947,-30.714,62.829,-30.375
16766.291,72.946,-30.708,62.831,-30.379
16766.627,72.946,-30.694,62.832,-30.396
16766.963,72.946,-30.677,62.833,-30.423
16767.299,72.949,-30.664,62.831,-30.450
16767.637,72.952,-30.661,62.827,-30.468
16767.973,72.955,-30.668,62.823,-30.471
16768.309,72.957,-30.682,62.820,-30.459
16768.646,72.958,-30.699,62.819,-30.439
16768.982,72.957,-30.715,62.820,-30.421
16769.318,72.957,-30.728,62.823,-30.414
16769.654,72.956,-30.739,62.826,-30.422
16769.992,72.955,-30.749,62.828,-30.440
16770.328,72.954,-30.759,62.827,-30.458
16770.664,72.952,-30.768,62.825,-30.468
16771.000,72.950,-30.773,62.822,-30.462
16771.338,72.949,-30.773,62.821,-30.442
16771.674,72.948,-30.769,62.822,-30.417
16772.010,72.949,-30.765,62.825,-30.399
16772.346,72.950,-30.767,62.830,-30.396
16772.684,72.952,-30.780,62.833,-30.410
16773.020,72.953,-30.802,62.835,-30.436
16773.355,72.952,-30.827,62.834,-30.463
16773.693,72.949,-30.847,62.831,-30.483
16774.029,72.944,-30.853,62.826,-30.489
16774.365,72.941,-30.844,62.823,-30.485
16774.701,72.940,-30.823,62.820,-30.475
16775.039,72.941,-30.803,62.818,-30.465
16775.375,72.944,-30.796,62.817,-30.455
16775.711,72.948,-30.806,62.816,-30.447
16776.047,72.950,-30.832,62.816,-30.439
16776.385,72.949,-30.864,62.818,-30.434
16776.721,72.946,-30.887,62.820,-30.437
16777.057,72.941,-30.891,62.824,-30.454
16777.393,72.937,-30.874,62.826,-30.487
16777.730,72.936,-30.843,62.827,-30.529
16778.066,72.938,-30.813,62.826,-30.571
16778.402,72.942,-30.796,62.822,-30.602
16778.740,72.948,-30.799,62.818,-30.615
16779.076,72.952,-30.819,62.816,-30.615
16779.412,72.954,-30.847,62.816,-30.611
16779.748,72.953,-30.870,62.818,-30.613
16780.086,72.952,-30.881,62.820,-30.627
16780.422,72.951,-30.881,62.821,-30.648
16780.758,72.952,-30.877,62.820,-30.665
16781.094,72.954,-30.879,62.817,-30.669
16781.432,72.957,-30.892,62.815,-30.653
16781.768,72.958,-30.915,62.815,-30.624
16782.104,72.957,-30.941,62.818,-30.595
16782.439,72.954,-30.959,62.823,-30.579
16782.777,72.949,-30.961,62.828,-30.582
16783.113,72.946,-30.947,62.832,-30.602
16783.449,72.945,-30.924,62.832,-30.627
16783.785,72.947,-30.903,62.830,-30.645
16784.123,72.950,-30.896,62.827,-30.651
16784.459,72.953,-30.906,62.824,-30.643
16784.795,72.955,-30.929,62.821,-30.628
16785.133,72.954,-30.956,62.819,-30.612
16785.469,72.951,-30.974,62.818,-30.596
16785.805,72.947,-30.978,62.817,-30.582
16786.141,72.944,-30.968,62.817,-30.565
16786.479,72.942,-30.951,62.818,-30.547
16786.814,72.943,-30.939,62.820,-30.532
16787.150,72.945,-30.938,62.824,-30.527
16787.486,72.947,-30.949,62.829,-30.540
16787.824,72.947,-30.967,62.833,-30.570
16788.160,72.945,-30.985,62.834,-30.614
16788.496,72.942,-30.992,62.833,-30.660
16788.832,72.940,-30.985,62.830,-30.698
16789.170,72.939,-30.969,62.825,-30.722
16789.506,72.940,-30.951,62.820,-30.729
16789.842,72.943,-30.940,62.816,-30.721
16790.180,72.948,-30.945,62.814,-30.702
16790.516,72.952,-30.965,62.814,-30.679
16790.852,72.954,-30.995,62.817,-30.659
16791.188,72.953,-31.026,62.822,-30.650
16791.525,72.951,-31.050,62.828,-30.659
16791.861,72.948,-31.059,62.833,-30.686
16792.197,72.945,-31.053,62.836,-30.727
16792.533,72.944,-31.039,62.835,-30.772
16792.871,72.945,-31.023,62.831,-30.804
16793.207,72.948,-31.014,62.826,-30.814
16793.543,72.951,-31.015,62.821,-30.798
16793.879,72.954,-31.027,62.819,-30.768
16794.217,72.955,-31.045,62.822,-30.741
16794.553,72.955,-31.063,62.826,-30.733
16794.889,72.954,-31.077,62.831,-30.751
16795.227,72.953,-31.084,62.832,-30.787
16795.562,72.952,-31.085,62.830,-30.822
16795.898,72.952,-31.085,62.824,-30.840
16796.234,72.952,-31.087,62.818,-30.831
16796.572,72.953,-31.093,62.815,-30.801
16796.908,72.953,-31.103,62.816,-30.765
16797.244,72.952,-31.114,62.820,-30.744
16797.580,72.950,-31.122,62.824,-30.745
16797.918,72.948,-31.124,62.828,-30.765
16798.254,72.947,-31.119,62.828,-30.792
16798.590,72.946,-31.109,62.825,-30.809
16798.926,72.946,-31.097,62.822,-30.807
16799.264,72.947,-31.087,62.820,-30.788
16799.600,72.950,-31.085,62.821,-30.764
16799.936,72.952,-31.091,62.824,-30.747
16800.273,72.954,-31.105,62.829,-30.743
16800.609,72.956,-31.125,62.832,-30.753
16800.945,72.956,-31.148,62.834,-30.769
16801.281,72.955,-31.170,62.834,-30.783
16801.619,72.953,-31.188,62.834,-30.792
16801.955,72.950,-31.201,62.834,-30.799
16802.291,72.947,-31.206,62.834,-30.806
16802.627,72.945,-31.205,62.834,-30.817
16802.965,72.943,-31.198,62.833,-30.828
16803.301,72.942,-31.188,62.830,-30.833
16803.637,72.943,-31.180,62.828,-30.827
16803.973,72.944,-31.177,62.826,-30.812
16804.311,72.945,-31.181,62.827,-30.795
16804.646,72.946,-31.192,62.830,-30.787
16804.982,72.946,-31.205,62.834,-30.798
16805.320,72.945,-31.215,62.837,-30.827
16805.656,72.943,-31.220,62.837,-30.868
16805.992,72.942,-31.215,62.834,-30.906
16806.328,72.942,-31.204,62.828,-30.929
16806.666,72.942,-31.191,62.822,-30.929
16807.002,72.945,-31.182,62.817,-30.909
16807.338,72.948,-31.181,62.816,-30.880
16807.674,72.951,-31.191,62.818,-30.856
16808.012,72.953,-31.208,62.822,-30.847
16808.348,72.954,-31.227,62.827,-30.858
16808.684,72.953,-31.243,62.830,-30.885
16809.020,72.951,-31.250,62.830,-30.919
16809.357,72.949,-31.247,62.828,-30.948
16809.693,72.948,-31.236,62.824,-30.963
16810.029,72.948,-31.221,62.819,-30.960
16810.365,72.950,-31.209,62.817,-30.942
16810.703,72.953,-31.203,62.816,-30.917
16811.039,72.955,-31.206,62.818,-30.897
16811.375,72.958,-31.217,62.822,-30.891
16811.713,72.959,-31.232,62.825,-30.900
16812.049,72.959,-31.248,62.827,-30.919
16812.385,72.958,-31.260,62.827,-30.939
16812.721,72.956,-31.268,62.826,-30.952
16813.059,72.955,-31.270,62.824,-30.957
16813.395,72.955,-31.271,62.824,-30.957
16813.730,72.955,-31.273,62.825,-30.961
16814.066,72.955,-31.279,62.826,-30.976
16814.404,72.955,-31.291,62.826,-31.002
16814.740,72.955,-31.306,62.824,-31.031
16815.076,72.953,-31.321,62.819,-31.049
16815.412,72.950,-31.330,62.813,-31.045
16815.750,72.948,-31.331,62.809,-31.019
16816.086,72.946,-31.325,62.808,-30.978
16816.422,72.945,-31.316,62.812,-30.941
16816.760,72.945,-31.308,62.818,-30.923
16817.096,72.946,-31.308,62.825,-30.931
16817.432,72.947,-31.315,62.830,-30.960
16817.768,72.947,-31.326,62.833,-30.997
16818.105,72.945,-31.334,62.832,-31.026
16818.441,72.944,-31.333,62.830,-31.040
16818.777,72.942,-31.320,62.829,-31.040
16819.113,72.943,-31.300,62.829,-31.034
16819.451,72.946,-31.284,62.831,-31.033
16819.787,72.951,-31.282,62.832,-31.041
16820.123,72.956,-31.300,62.833,-31.056
16820.459,72.960,-31.337,62.832,-31.071
16820.797,72.961,-31.384,62.830,-31.079
16821.133,72.957,-31.428,62.827,-31.075
16821.469,72.952,-31.453,62.825,-31.062
16821.807,72.945,-31.455,62.825,-31.046
16822.143,72.941,-31.436,62.825,-31.033
16822.479,72.939,-31.408,62.827,-31.029
16822.814,72.941,-31.385,62.828,-31.034
16823.152,72.944,-31.376,62.829,-31.045
16823.488,72.947,-31.383,62.828,-31.059
16823.824,72.949,-31.401,62.826,-31.073
16824.160,72.948,-31.419,62.823,-31.082
16824.498,72.946,-31.428,62.820,-31.083
16824.834,72.944,-31.425,62.818,-31.075
16825.170,72.943,-31.412,62.817,-31.060
16825.506,72.945,-31.400,62.818,-31.045
16825.844,72.947,-31.396,62.821,-31.040
16826.180,72.950,-31.403,62.825,-31.052
16826.516,72.951,-31.421,62.828,-31.081
16826.852,72.951,-31.440,62.828,-31.119
16827.189,72.949,-31.453,62.825,-31.153
16827.525,72.946,-31.456,62.821,-31.170
16827.861,72.944,-31.450,62.816,-31.165
16828.199,72.944,-31.439,62.814,-31.142
16828.535,72.944,-31.430,62.816,-31.118
16828.871,72.945,-31.428,62.821,-31.107
16829.207,72.945,-31.431,62.826,-31.118
16829.545,72.945,-31.436,62.829,-31.146
16829.881,72.945,-31.438,62.829,-31.178
16830.217,72.945,-31.435,62.827,-31.199
16830.553,72.946,-31.432,62.823,-31.202
16830.891,72.948,-31.433,62.822,-31.190
16831.227,72.951,-31.445,62.822,-31.175
16831.562,72.954,-31.471,62.824,-31.169
16831.898,72.955,-31.509,62.826,-31.177
16832.236,72.954,-31.550,62.826,-31.192
16832.572,72.950,-31.584,62.824,-31.203
16832.908,72.945,-31.602,62.820,-31.200
16833.246,72.939,-31.600,62.818,-31.180
16833.582,72.936,-31.581,62.817,-31.153
16833.918,72.935,-31.552,62.820,-31.132
16834.254,72.938,-31.524,62.824,-31.127
16834.592,72.942,-31.507,62.827,-31.140
16834.928,72.949,-31.507,62.828,-31.161
16835.264,72.954,-31.525,62.827,-31.180
16835.600,72.958,-31.557,62.825,-31.188
16835.938,72.960,-31.595,62.824,-31.187
16836.273,72.959,-31.628,62.825,-31.188
16836.609,72.955,-31.649,62.826,-31.199
16836.945,72.951,-31.649,62.827,-31.224
16837.283,72.947,-31.630,62.826,-31.258
16837.619,72.946,-31.598,62.823,-31.286
16837.955,72.947,-31.562,62.817,-31.299
16838.293,72.952,-31.535,62.813,-31.291
16838.629,72.958,-31.527,62.810,-31.269
16838.965,72.963,-31.540,62.811,-31.246
16839.301,72.966,-31.568,62.815,-31.236
16839.639,72.967,-31.601,62.819,-31.244
16839.975,72.964,-31.627,62.822,-31.267
16840.311,72.960,-31.638,62.822,-31.296
16840.646,72.956,-31.634,62.821,-31.319
16840.984,72.954,-31.620,62.819,-31.331
16841.320,72.953,-31.607,62.817,-31.331
16841.656,72.954,-31.602,62.816,-31.322
16841.992,72.955,-31.610,62.816,-31.310
16842.330,72.954,-31.624,62.818,-31.299
16842.666,72.952,-31.638,62.821,-31.292
16843.002,72.948,-31.643,62.825,-31.291
16843.340,72.945,-31.636,62.829,-31.299
16843.676,72.943,-31.620,62.832,-31.317
16844.012,72.944,-31.603,62.834,-31.342
16844.348,72.945,-31.594,62.835,-31.370
16844.686,72.948,-31.595,62.833,-31.392
16845.021,72.950,-31.605,62.830,-31.402
16845.357,72.951,-31.618,62.827,-31.398
16845.693,72.951,-31.629,62.826,-31.383
16846.031,72.951,-31.636,62.826,-31.366
16846.367,72.952,-31.640,62.829,-31.356
16846.703,72.953,-31.647,62.831,-31.357
16847.039,72.955,-31.663,62.833,-31.369
16847.377,72.956,-31.688,62.834,-31.385
16847.713,72.955,-31.716,62.833,-31.399
16848.049,72.953,-31.737,62.832,-31.409
16848.387,72.949,-31.746,62.831,-31.413
16848.723,72.946,-31.740,62.830,-31.415
16849.059,72.945,-31.725,62.829,-31.417
16849.395,72.946,-31.713,62.829,-31.419
16849.732,72.948,-31.711,62.828,-31.420
16850.068,72.950,-31.724,62.828,-31.420
16850.404,72.951,-31.746,62.828,-31.420
16850.740,72.949,-31.766,62.829,-31.423
16851.078,72.946,-31.774,62.829,-31.430
16851.414,72.942,-31.766,62.829,-31.439
16851.750,72.941,-31.745,62.827,-31.444
16852.086,72.942,-31.724,62.825,-31.438
16852.424,72.946,-31.714,62.824,-31.419
16852.760,72.950,-31.722,62.825,-31.394
16853.096,72.953,-31.746,62.828,-31.373
16853.432,72.953,-31.775,62.834,-31.369
16853.770,72.950,-31.797,62.838,-31.386
16854.105,72.946,-31.801,62.841,-31.418
16854.441,72.943,-31.788,62.840,-31.451
16854.779,72.943,-31.766,62.835,-31.471
16855.115,72.945,-31.747,62.831,-31.469
16855.451,72.948,-31.740,62.827,-31.450
16855.787,72.951,-31.749,62.827,-31.427
16856.125,72.953,-31.767,62.828,-31.414
16856.461,72.953,-31.786,62.830,-31.419
16856.797,72.952,-31.796,62.831,-31.439
16857.133,72.951,-31.798,62.829,-31.463
16857.471,72.951,-31.795,62.824,-31.478
16857.807,72.953,-31.798,62.820,-31.479
16858.143,72.955,-31.812,62.817,-31.470
16858.479,72.955,-31.837,62.816,-31.460
16858.816,72.954,-31.867,62.816,-31.459
16859.152,72.950,-31.889,62.816,-31.470
16859.488,72.946,-31.897,62.815,-31.485
16859.826,72.941,-31.888,62.814,-31.498
16860.162,72.939,-31.868,62.812,-31.504
16860.498,72.939,-31.847,62.812,-31.504
16860.834,72.941,-31.836,62.813,-31.507
16861.172,72.944,-31.840,62.816,-31.522
16861.508,72.946,-31.854,62.818,-31.548
16861.844,72.946,-31.871,62.818,-31.579
16862.180,72.945,-31.882,62.816,-31.601
16862.518,72.944,-31.885,62.813,-31.607
16862.854,72.943,-31.882,62.812,-31.594
16863.189,72.944,-31.880,62.814,-31.573
16863.525,72.946,-31.885,62.818,-31.559
16863.863,72.948,-31.900,62.824,-31.561
16864.199,72.948,-31.920,62.829,-31.580
16864.535,72.947,-31.939,62.831,-31.609
16864.873,72.945,-31.949,62.831,-31.634
16865.209,72.943,-31.947,62.829,-31.645
16865.545,72.942,-31.937,62.827,-31.644
16865.881,72.943,-31.927,62.826,-31.637
16866.219,72.945,-31.924,62.826,-31.633
16866.555,72.948,-31.932,62.825,-31.636
16866.891,72.950,-31.949,62.822,-31.641
16867.227,72.950,-31.969,62.817,-31.638
16867.564,72.949,-31.986,62.812,-31.617
16867.900,72.947,-31.995,62.809,-31.580
16868.236,72.945,-31.997,62.808,-31.536
16868.572,72.944,-31.995,62.811,-31.501
16868.910,72.944,-31.994,62.816,-31.490
16869.246,72.943,-31.993,62.821,-31.508
16869.582,72.942,-31.989,62.823,-31.547
16869.918,72.941,-31.980,62.821,-31.591
16870.256,72.940,-31.964,62.816,-31.626
16870.592,72.941,-31.943,62.810,-31.641
16870.928,72.944,-31.924,62.804,-31.634
16871.266,72.948,-31.915,62.801,-31.615
16871.602,72.953,-31.923,62.800,-31.593
16871.938,72.957,-31.947,62.802,-31.578
16872.273,72.958,-31.978,62.805,-31.573
16872.611,72.957,-32.008,62.809,-31.577
16872.947,72.953,-32.026,62.813,-31.588
16873.283,72.950,-32.030,62.816,-31.603
16873.619,72.947,-32.021,62.819,-31.619
16873.957,72.947,-32.008,62.822,-31.638
16874.293,72.947,-31.999,62.826,-31.659
16874.629,72.949,-31.997,62.829,-31.684
16874.965,72.950,-32.003,62.831,-31.713
16875.303,72.950,-32.010,62.832,-31.745
16875.639,72.950,-32.013,62.832,-31.775
16875.975,72.950,-32.012,62.830,-31.801
16876.312,72.951,-32.009,62.827,-31.817
16876.648,72.954,-32.012,62.823,-31.819
16876.984,72.957,-32.027,62.820,-31.808
16877.320,72.960,-32.055,62.819,-31.790
16877.658,72.961,-32.093,62.819,-31.771
16877.994,72.959,-32.129,62.821,-31.758
16878.330,72.955,-32.155,62.823,-31.754
16878.666,72.951,-32.164,62.824,-31.757
16879.004,72.947,-32.158,62.825,-31.762
16879.340,72.945,-32.143,62.824,-31.765
16879.676,72.946,-32.129,62.824,-31.764
16880.012,72.948,-32.123,62.825,-31.763
16880.350,72.950,-32.128,62.826,-31.769
16880.686,72.951,-32.139,62.827,-31.781
16881.021,72.952,-32.153,62.826,-31.797
16881.359,72.951,-32.161,62.823,-31.808
16881.695,72.950,-32.164,62.820,-31.806
16882.031,72.950,-32.163,62.818,-31.788
16882.367,72.950,-32.162,62.817,-31.761
16882.705,72.951,-32.165,62.820,-31.738
16883.041,72.951,-32.172,62.825,-31.730
16883.377,72.951,-32.181,62.830,-31.743
16883.713,72.949,-32.187,62.833,-31.769
16884.051,72.947,-32.186,62.833,-31.798
16884.387,72.946,-32.178,62.830,-31.816
16884.723,72.946,-32.166,62.828,-31.820
16885.059,72.947,-32.158,62.827,-31.814
16885.396,72.948,-32.158,62.828,-31.810
16885.732,72.949,-32.168,62.829,-31.816
16886.068,72.949,-32.186,62.830,-31.834
16886.406,72.948,-32.204,62.829,-31.855
16886.742,72.944,-32.215,62.826,-31.869
16887.078,72.940,-32.214,62.823,-31.869
16887.414,72.937,-32.201,62.822,-31.857
16887.752,72.935,-32.178,62.823,-31.846
