* Freq(Hz), SPL(dB), Phase(degrees)
364.201, -4.510, 8.456
364.567, -4.509, 8.453
364.933, -4.508, 8.450
365.300, -4.507, 8.447
365.666, -4.506, 8.444
366.032, -4.505, 8.441
366.398, -4.504, 8.438
366.764, -4.503, 8.435
367.131, -4.503, 8.432
367.497, -4.502, 8.429
367.863, -4.501, 8.426
368.229, -4.500, 8.423
368.596, -4.499, 8.420
368.962, -4.498, 8.417
369.328, -4.497, 8.414
369.694, -4.497, 8.411
370.060, -4.496, 8.408
370.427, -4.495, 8.405
370.793, -4.494, 8.402
371.159, -4.493, 8.399
371.525, -4.492, 8.396
371.891, -4.492, 8.393
372.258, -4.491, 8.390
372.624, -4.490, 8.387
372.990, -4.489, 8.383
373.356, -4.488, 8.380
373.723, -4.487, 8.377
374.089, -4.487, 8.374
374.455, -4.486, 8.371
374.821, -4.485, 8.368
375.187, -4.484, 8.366
375.554, -4.483, 8.363
375.920, -4.483, 8.360
376.286, -4.482, 8.357
376.652, -4.481, 8.353
377.018, -4.480, 8.351
377.385, -4.479, 8.348
377.751, -4.478, 8.344
378.117, -4.478, 8.341
378.483, -4.477, 8.339
378.850, -4.476, 8.336
379.216, -4.475, 8.333
379.582, -4.474, 8.330
379.948, -4.474, 8.327
380.314, -4.473, 8.324
380.681, -4.472, 8.321
381.047, -4.471, 8.318
381.413, -4.470, 8.315
381.779, -4.470, 8.312
382.145, -4.469, 8.309
382.512, -4.468, 8.306
382.878, -4.467, 8.303
383.244, -4.466, 8.300
383.610, -4.466, 8.297
383.977, -4.465, 8.294
384.343, -4.464, 8.291
384.709, -4.463, 8.288
385.075, -4.463, 8.285
385.441, -4.462, 8.282
385.808, -4.461, 8.279
386.174, -4.460, 8.276
386.540, -4.460, 8.274
386.906, -4.459, 8.271
387.272, -4.458, 8.268
387.639, -4.457, 8.265
388.005, -4.456, 8.262
388.371, -4.456, 8.259
388.737, -4.455, 8.256
389.104, -4.454, 8.253
389.470, -4.453, 8.251
389.836, -4.453, 8.248
390.202, -4.452, 8.245
390.568, -4.451, 8.242
390.935, -4.450, 8.239
391.301, -4.450, 8.236
391.667, -4.449, 8.233
392.033, -4.448, 8.230
392.400, -4.447, 8.227
392.766, -4.447, 8.225
393.132, -4.446, 8.222
393.498, -4.445, 8.219
393.864, -4.444, 8.216
394.231, -4.444, 8.213
394.597, -4.443, 8.210
394.963, -4.442, 8.207
395.329, -4.441, 8.204
395.695, -4.441, 8.202
396.062, -4.440, 8.199
396.428, -4.439, 8.196
396.794, -4.439, 8.193
397.160, -4.438, 8.190
397.527, -4.437, 8.188
397.893, -4.436, 8.185
398.259, -4.436, 8.182
398.625, -4.435, 8.179
398.991, -4.434, 8.176
399.358, -4.434, 8.173
399.724, -4.433, 8.171
400.090, -4.432, 8.168
400.456, -4.431, 8.165
400.822, -4.431, 8.162
401.189, -4.430, 8.159
401.555, -4.429, 8.156
401.921, -4.429, 8.154
402.287, -4.428, 8.151
402.654, -4.427, 8.148
403.020, -4.426, 8.145
403.386, -4.426, 8.142
403.752, -4.425, 8.139
404.118, -4.424, 8.137
404.485, -4.424, 8.134
404.851, -4.423, 8.131
405.217, -4.422, 8.129
405.583, -4.422, 8.126
405.949, -4.421, 8.123
406.316, -4.420, 8.120
406.682, -4.419, 8.117
407.048, -4.419, 8.115
407.414, -4.418, 8.112
407.781, -4.417, 8.109
408.147, -4.417, 8.106
408.513, -4.416, 8.104
408.879, -4.415, 8.101
409.245, -4.415, 8.098
409.612, -4.414, 8.095
409.978, -4.413, 8.093
410.344, -4.413, 8.090
410.710, -4.412, 8.087
411.076, -4.411, 8.084
411.443, -4.411, 8.081
411.809, -4.410, 8.079
412.175, -4.409, 8.076
412.541, -4.409, 8.073
412.908, -4.408, 8.070
413.274, -4.407, 8.068
413.640, -4.407, 8.065
414.006, -4.406, 8.062
414.372, -4.405, 8.060
414.739, -4.405, 8.057
415.105, -4.404, 8.054
415.471, -4.403, 8.051
415.837, -4.403, 8.049
416.203, -4.402, 8.046
416.570, -4.401, 8.043
416.936, -4.401, 8.041
417.302, -4.400, 8.038
417.668, -4.399, 8.035
418.035, -4.399, 8.032
418.401, -4.398, 8.029
418.767, -4.398, 8.026
419.133, -4.397, 8.023
419.499, -4.396, 8.021
419.866, -4.396, 8.020
420.232, -4.395, 8.018
420.598, -4.394, 8.016
420.964, -4.394, 8.013
421.331, -4.393, 8.009
421.697, -4.392, 8.006
422.063, -4.392, 8.004
422.429, -4.391, 8.001
422.795, -4.390, 7.998
423.162, -4.390, 7.996
423.528, -4.389, 7.993
423.894, -4.389, 7.990
424.260, -4.388, 7.987
424.626, -4.387, 7.985
424.993, -4.387, 7.982
425.359, -4.386, 7.980
425.725, -4.385, 7.977
426.091, -4.385, 7.975
426.458, -4.384, 7.972
426.824, -4.384, 7.969
427.190, -4.383, 7.967
427.556, -4.382, 7.964
427.922, -4.382, 7.961
428.289, -4.381, 7.959
428.655, -4.381, 7.956
429.021, -4.380, 7.954
429.387, -4.379, 7.951
429.753, -4.379, 7.949
430.120, -4.378, 7.946
430.486, -4.377, 7.944
430.852, -4.377, 7.941
431.218, -4.376, 7.938
431.585, -4.376, 7.935
431.951, -4.375, 7.933
432.317, -4.375, 7.930
432.683, -4.374, 7.928
433.049, -4.373, 7.925
433.416, -4.373, 7.923
433.782, -4.372, 7.920
434.148, -4.371, 7.918
434.514, -4.371, 7.915
434.880, -4.370, 7.912
435.247, -4.370, 7.910
435.613, -4.369, 7.907
435.979, -4.369, 7.905
436.345, -4.368, 7.902
436.712, -4.367, 7.900
437.078, -4.367, 7.897
437.444, -4.366, 7.895
437.810, -4.366, 7.892
438.176, -4.365, 7.890
438.543, -4.364, 7.887
438.909, -4.364, 7.885
439.275, -4.363, 7.882
439.641, -4.363, 7.880
440.007, -4.362, 7.877
440.374, -4.362, 7.875
440.740, -4.361, 7.872
441.106, -4.360, 7.870
441.472, -4.360, 7.867
441.839, -4.359, 7.865
442.205, -4.359, 7.862
442.571, -4.358, 7.860
442.937, -4.358, 7.857
443.303, -4.357, 7.855
443.670, -4.356, 7.852
444.036, -4.356, 7.850
444.402, -4.355, 7.847
444.768, -4.355, 7.845
445.134, -4.354, 7.842
445.501, -4.354, 7.840
445.867, -4.353, 7.837
446.233, -4.353, 7.835
446.599, -4.352, 7.832
446.966, -4.351, 7.830
447.332, -4.351, 7.827
447.698, -4.350, 7.825
448.064, -4.350, 7.823
448.430, -4.349, 7.820
448.797, -4.349, 7.818
449.163, -4.348, 7.816
449.529, -4.348, 7.813
449.895, -4.347, 7.811
450.262, -4.346, 7.808
450.628, -4.346, 7.806
450.994, -4.345, 7.804
451.360, -4.345, 7.801
451.726, -4.344, 7.799
452.093, -4.344, 7.796
452.459, -4.343, 7.794
452.825, -4.343, 7.791
453.191, -4.342, 7.789
453.557, -4.342, 7.787
453.924, -4.341, 7.784
454.290, -4.340, 7.782
454.656, -4.340, 7.779
455.022, -4.339, 7.777
455.388, -4.339, 7.774
455.755, -4.338, 7.772
456.121, -4.338, 7.769
456.487, -4.337, 7.767
456.853, -4.337, 7.765
457.220, -4.336, 7.763
457.586, -4.336, 7.760
457.952, -4.335, 7.758
458.318, -4.335, 7.756
458.684, -4.334, 7.753
459.051, -4.334, 7.751
459.417, -4.333, 7.749
459.783, -4.333, 7.746
460.149, -4.332, 7.744
460.516, -4.332, 7.742
460.882, -4.331, 7.739
461.248, -4.331, 7.737
461.614, -4.330, 7.734
461.980, -4.330, 7.732
462.347, -4.329, 7.730
462.713, -4.329, 7.728
463.079, -4.328, 7.726
463.445, -4.327, 7.723
463.811, -4.327, 7.721
464.178, -4.326, 7.718
464.544, -4.326, 7.716
464.910, -4.325, 7.714
465.276, -4.325, 7.711
465.643, -4.324, 7.709
466.009, -4.324, 7.707
466.375, -4.323, 7.704
466.741, -4.323, 7.702
467.107, -4.322, 7.700
467.474, -4.322, 7.697
467.840, -4.321, 7.695
468.206, -4.321, 7.693
468.572, -4.320, 7.691
468.938, -4.320, 7.689
469.305, -4.319, 7.686
469.671, -4.319, 7.684
470.037, -4.318, 7.681
470.403, -4.318, 7.679
470.770, -4.317, 7.677
471.136, -4.317, 7.675
471.502, -4.316, 7.673
471.868, -4.316, 7.670
472.234, -4.315, 7.668
472.601, -4.315, 7.666
472.967, -4.315, 7.663
473.333, -4.314, 7.661
473.699, -4.314, 7.659
474.065, -4.313, 7.657
474.432, -4.313, 7.654
474.798, -4.312, 7.652
475.164, -4.312, 7.650
475.530, -4.311, 7.648
475.897, -4.311, 7.646
476.263, -4.310, 7.644
476.629, -4.310, 7.641
476.995, -4.309, 7.639
477.361, -4.309, 7.637
477.728, -4.308, 7.635
478.094, -4.308, 7.633
478.460, -4.307, 7.631
478.826, -4.307, 7.628
479.192, -4.306, 7.626
479.559, -4.306, 7.623
479.925, -4.305, 7.620
480.291, -4.305, 7.618
480.657, -4.305, 7.616
481.024, -4.304, 7.615
481.390, -4.304, 7.613
481.756, -4.303, 7.611
482.122, -4.303, 7.608
482.488, -4.302, 7.606
482.855, -4.302, 7.604
483.221, -4.301, 7.602
483.587, -4.301, 7.600
483.953, -4.300, 7.598
484.319, -4.300, 7.596
484.686, -4.299, 7.594
485.052, -4.299, 7.591
485.418, -4.299, 7.589
485.784, -4.298, 7.587
486.151, -4.298, 7.585
486.517, -4.297, 7.583
486.883, -4.297, 7.581
487.249, -4.296, 7.579
487.615, -4.296, 7.576
487.982, -4.295, 7.574
488.348, -4.295, 7.572
488.714, -4.294, 7.570
489.080, -4.294, 7.568
489.447, -4.294, 7.565
489.813, -4.293, 7.563
490.179, -4.293, 7.561
490.545, -4.292, 7.559
490.911, -4.292, 7.557
491.278, -4.291, 7.555
491.644, -4.291, 7.553
492.010, -4.290, 7.551
492.376, -4.290, 7.549
492.742, -4.290, 7.547
493.109, -4.289, 7.545
493.475, -4.289, 7.543
493.841, -4.288, 7.540
494.207, -4.288, 7.539
494.574, -4.287, 7.537
494.940, -4.287, 7.535
495.306, -4.287, 7.533
495.672, -4.286, 7.530
496.038, -4.286, 7.528
496.405, -4.285, 7.526
496.771, -4.285, 7.524
497.137, -4.284, 7.522
497.503, -4.284, 7.520
497.869, -4.284, 7.518
498.236, -4.283, 7.516
498.602, -4.283, 7.514
498.968, -4.282, 7.512
499.334, -4.282, 7.510
499.701, -4.281, 7.508
500.067, -4.281, 7.506
500.433, -4.281, 7.504
500.799, -4.280, 7.502
501.165, -4.280, 7.500
501.532, -4.279, 7.498
501.898, -4.279, 7.496
502.264, -4.278, 7.494
502.630, -4.278, 7.492
502.996, -4.278, 7.490
503.363, -4.277, 7.488
503.729, -4.277, 7.486
504.095, -4.276, 7.484
504.461, -4.276, 7.482
504.828, -4.275, 7.480
505.194, -4.275, 7.478
505.560, -4.275, 7.475
505.926, -4.274, 7.473
506.292, -4.274, 7.472
506.659, -4.273, 7.470
507.025, -4.273, 7.468
507.391, -4.273, 7.466
507.757, -4.272, 7.464
508.123, -4.272, 7.462
508.490, -4.271, 7.460
508.856, -4.271, 7.458
509.222, -4.271, 7.456
509.588, -4.270, 7.454
509.955, -4.270, 7.452
510.321, -4.269, 7.450
510.687, -4.269, 7.448
511.053, -4.269, 7.446
511.419, -4.268, 7.444
511.786, -4.268, 7.442
512.152, -4.267, 7.440
512.518, -4.267, 7.438
512.884, -4.267, 7.436
513.250, -4.266, 7.434
513.617, -4.266, 7.432
513.983, -4.265, 7.430
514.349, -4.265, 7.428
514.715, -4.265, 7.426
515.082, -4.264, 7.425
515.448, -4.264, 7.423
515.814, -4.263, 7.421
516.180, -4.263, 7.419
516.546, -4.263, 7.417
516.913, -4.262, 7.415
517.279, -4.262, 7.413
517.645, -4.261, 7.411
518.011, -4.261, 7.410
518.378, -4.261, 7.408
518.744, -4.260, 7.406
519.110, -4.260, 7.404
519.476, -4.259, 7.402
519.842, -4.259, 7.400
520.209, -4.259, 7.398
520.575, -4.258, 7.396
520.941, -4.258, 7.394
521.307, -4.257, 7.393
521.673, -4.257, 7.391
522.040, -4.257, 7.389
522.406, -4.256, 7.387
522.772, -4.256, 7.385
523.138, -4.256, 7.383
523.505, -4.255, 7.381
523.871, -4.255, 7.379
524.237, -4.254, 7.377
524.603, -4.254, 7.375
524.969, -4.254, 7.374
525.336, -4.253, 7.372
525.702, -4.253, 7.370
526.068, -4.253, 7.368
526.434, -4.252, 7.367
526.800, -4.252, 7.365
527.167, -4.251, 7.363
527.533, -4.251, 7.361
527.899, -4.251, 7.359
528.265, -4.250, 7.357
528.632, -4.250, 7.355
528.998, -4.250, 7.353
529.364, -4.249, 7.352
529.730, -4.249, 7.350
530.096, -4.249, 7.348
530.463, -4.248, 7.346
530.829, -4.248, 7.344
531.195, -4.247, 7.343
531.561, -4.247, 7.341
531.927, -4.247, 7.339
532.294, -4.246, 7.337
532.660, -4.246, 7.335
533.026, -4.246, 7.334
533.392, -4.245, 7.332
533.759, -4.245, 7.331
534.125, -4.245, 7.329
534.491, -4.244, 7.327
534.857, -4.244, 7.325
535.223, -4.243, 7.323
535.590, -4.243, 7.321
535.956, -4.243, 7.320
536.322, -4.242, 7.318
536.688, -4.242, 7.317
537.055, -4.242, 7.315
537.421, -4.241, 7.312
537.787, -4.241, 7.311
538.153, -4.241, 7.310
538.519, -4.240, 7.309
538.886, -4.240, 7.308
539.252, -4.239, 7.306
539.618, -4.239, 7.304
539.984, -4.238, 7.301
540.350, -4.238, 7.297
540.717, -4.238, 7.295
541.083, -4.238, 7.293
541.449, -4.237, 7.292
541.815, -4.237, 7.291
542.182, -4.237, 7.290
542.548, -4.236, 7.288
542.914, -4.236, 7.286
543.280, -4.236, 7.284
543.646, -4.235, 7.282
544.013, -4.235, 7.281
544.379, -4.235, 7.280
544.745, -4.234, 7.278
545.111, -4.234, 7.276
545.477, -4.234, 7.274
545.844, -4.233, 7.272
546.210, -4.233, 7.271
546.576, -4.233, 7.269
546.942, -4.232, 7.268
547.309, -4.232, 7.266
547.675, -4.232, 7.264
548.041, -4.231, 7.262
548.407, -4.231, 7.261
548.773, -4.231, 7.259
549.140, -4.230, 7.257
549.506, -4.230, 7.256
549.872, -4.230, 7.254
550.238, -4.229, 7.252
550.604, -4.229, 7.251
550.971, -4.229, 7.249
551.337, -4.228, 7.248
551.703, -4.228, 7.246
552.069, -4.228, 7.244
552.435, -4.227, 7.243
552.802, -4.227, 7.241
553.168, -4.227, 7.239
553.534, -4.226, 7.237
553.900, -4.226, 7.236
554.267, -4.226, 7.235
554.633, -4.225, 7.233
554.999, -4.225, 7.231
555.365, -4.225, 7.230
555.731, -4.224, 7.228
556.098, -4.224, 7.226
556.464, -4.224, 7.225
556.830, -4.223, 7.223
557.196, -4.223, 7.222
557.562, -4.223, 7.220
557.929, -4.222, 7.218
558.295, -4.222, 7.217
558.661, -4.222, 7.215
559.027, -4.221, 7.213
559.394, -4.221, 7.212
559.760, -4.221, 7.210
560.126, -4.220, 7.209
560.492, -4.220, 7.207
560.858, -4.220, 7.205
561.225, -4.219, 7.204
561.591, -4.219, 7.202
561.957, -4.219, 7.200
562.323, -4.219, 7.199
562.690, -4.218, 7.198
563.056, -4.218, 7.196
563.422, -4.218, 7.195
563.788, -4.217, 7.193
564.154, -4.217, 7.191
564.521, -4.217, 7.190
564.887, -4.216, 7.188
565.253, -4.216, 7.186
565.619, -4.216, 7.185
565.985, -4.215, 7.183
566.352, -4.215, 7.182
566.718, -4.215, 7.180
567.084, -4.214, 7.179
567.450, -4.214, 7.177
567.817, -4.214, 7.175
568.183, -4.213, 7.174
568.549, -4.213, 7.172
568.915, -4.213, 7.171
569.281, -4.213, 7.169
569.648, -4.212, 7.168
570.014, -4.212, 7.166
570.380, -4.212, 7.165
570.746, -4.211, 7.163
571.112, -4.211, 7.161
571.479, -4.211, 7.160
571.845, -4.210, 7.158
572.211, -4.210, 7.157
572.577, -4.210, 7.155
572.944, -4.209, 7.154
573.310, -4.209, 7.152
573.676, -4.209, 7.150
574.042, -4.209, 7.149
574.408, -4.208, 7.148
574.775, -4.208, 7.146
575.141, -4.208, 7.145
575.507, -4.207, 7.143
575.873, -4.207, 7.142
576.240, -4.207, 7.140
576.606, -4.206, 7.139
576.972, -4.206, 7.137
577.338, -4.206, 7.136
577.704, -4.206, 7.134
578.071, -4.205, 7.133
578.437, -4.205, 7.131
578.803, -4.205, 7.130
579.169, -4.204, 7.128
579.535, -4.204, 7.127
579.902, -4.204, 7.125
580.268, -4.204, 7.124
580.634, -4.203, 7.122
581.000, -4.203, 7.121
581.367, -4.203, 7.119
581.733, -4.202, 7.118
582.099, -4.202, 7.117
582.465, -4.202, 7.115
582.831, -4.202, 7.114
583.198, -4.201, 7.112
583.564, -4.201, 7.111
583.930, -4.201, 7.109
584.296, -4.200, 7.108
584.662, -4.200, 7.107
585.029, -4.200, 7.105
585.395, -4.199, 7.104
585.761, -4.199, 7.102
586.127, -4.199, 7.101
586.494, -4.199, 7.099
586.860, -4.198, 7.098
587.226, -4.198, 7.096
587.592, -4.198, 7.095
587.958, -4.198, 7.093
588.325, -4.197, 7.092
588.691, -4.197, 7.091
589.057, -4.197, 7.089
589.423, -4.196, 7.088
589.789, -4.196, 7.087
590.156, -4.196, 7.085
590.522, -4.196, 7.084
590.888, -4.195, 7.082
591.254, -4.195, 7.081
591.621, -4.195, 7.080
591.987, -4.194, 7.078
592.353, -4.194, 7.077
592.719, -4.194, 7.075
593.085, -4.194, 7.074
593.452, -4.193, 7.073
593.818, -4.193, 7.072
594.184, -4.193, 7.070
594.550, -4.192, 7.069
594.916, -4.192, 7.067
595.283, -4.192, 7.066
595.649, -4.192, 7.064
596.015, -4.191, 7.063
596.381, -4.191, 7.062
596.748, -4.191, 7.061
597.114, -4.191, 7.059
597.480, -4.190, 7.058
597.846, -4.190, 7.056
598.212, -4.190, 7.055
598.579, -4.189, 7.053
598.945, -4.189, 7.052
599.311, -4.189, 7.050
599.677, -4.189, 7.049
600.043, -4.188, 7.048
600.410, -4.188, 7.046
600.776, -4.188, 7.045
601.142, -4.188, 7.044
601.508, -4.187, 7.043
601.875, -4.187, 7.041
602.241, -4.187, 7.040
602.607, -4.187, 7.039
602.973, -4.186, 7.037
603.339, -4.186, 7.036
603.706, -4.186, 7.035
604.072, -4.186, 7.033
604.438, -4.185, 7.032
604.804, -4.185, 7.030
605.170, -4.185, 7.029
605.537, -4.184, 7.028
605.903, -4.184, 7.027
606.269, -4.184, 7.025
606.635, -4.184, 7.024
607.002, -4.183, 7.023
607.368, -4.183, 7.022
607.734, -4.183, 7.020
608.100, -4.183, 7.019
608.466, -4.182, 7.018
608.833, -4.182, 7.016
609.199, -4.182, 7.015
609.565, -4.182, 7.014
609.931, -4.181, 7.012
610.297, -4.181, 7.011
610.664, -4.181, 7.010
611.030, -4.181, 7.009
611.396, -4.180, 7.007
611.762, -4.180, 7.006
612.129, -4.180, 7.004
612.495, -4.180, 7.003
612.861, -4.179, 7.002
613.227, -4.179, 7.001
613.593, -4.179, 7.000
613.960, -4.179, 6.998
614.326, -4.178, 6.997
614.692, -4.178, 6.996
615.058, -4.178, 6.994
615.424, -4.178, 6.993
615.791, -4.177, 6.992
616.157, -4.177, 6.991
616.523, -4.177, 6.990
616.889, -4.177, 6.988
617.256, -4.176, 6.987
617.622, -4.176, 6.986
617.988, -4.176, 6.984
618.354, -4.176, 6.983
618.720, -4.175, 6.982
619.087, -4.175, 6.981
619.453, -4.175, 6.979
619.819, -4.175, 6.978
620.185, -4.174, 6.977
620.552, -4.174, 6.976
620.918, -4.174, 6.975
621.284, -4.174, 6.973
621.650, -4.173, 6.972
622.016, -4.173, 6.971
622.383, -4.173, 6.970
622.749, -4.173, 6.968
623.115, -4.172, 6.967
623.481, -4.172, 6.966
623.847, -4.172, 6.965
624.214, -4.172, 6.964
624.580, -4.171, 6.963
624.946, -4.171, 6.961
625.312, -4.171, 6.960
625.679, -4.171, 6.958
626.045, -4.170, 6.957
626.411, -4.170, 6.956
626.777, -4.170, 6.955
627.143, -4.170, 6.953
627.510, -4.169, 6.952
627.876, -4.169, 6.951
628.242, -4.169, 6.950
628.608, -4.169, 6.949
628.974, -4.169, 6.948
629.341, -4.168, 6.947
629.707, -4.168, 6.946
630.073, -4.168, 6.944
630.439, -4.168, 6.943
630.806, -4.167, 6.942
631.172, -4.167, 6.941
631.538, -4.167, 6.940
631.904, -4.167, 6.939
632.270, -4.166, 6.938
632.637, -4.166, 6.937
633.003, -4.166, 6.935
633.369, -4.166, 6.934
633.735, -4.165, 6.933
634.102, -4.165, 6.931
634.468, -4.165, 6.930
634.834, -4.165, 6.929
635.200, -4.165, 6.928
635.566, -4.164, 6.927
635.933, -4.164, 6.926
636.299, -4.164, 6.925
636.665, -4.164, 6.924
637.031, -4.163, 6.923
637.397, -4.163, 6.921
637.764, -4.163, 6.920
638.130, -4.163, 6.919
638.496, -4.162, 6.918
638.862, -4.162, 6.917
639.229, -4.162, 6.916
639.595, -4.162, 6.914
639.961, -4.162, 6.913
640.327, -4.161, 6.912
640.693, -4.161, 6.911
641.060, -4.161, 6.910
641.426, -4.161, 6.909
641.792, -4.160, 6.908
642.158, -4.160, 6.907
642.524, -4.160, 6.905
642.891, -4.160, 6.904
643.257, -4.160, 6.903
643.623, -4.159, 6.902
643.989, -4.159, 6.901
644.356, -4.159, 6.900
644.722, -4.159, 6.899
645.088, -4.158, 6.898
645.454, -4.158, 6.896
645.820, -4.158, 6.895
646.187, -4.158, 6.894
646.553, -4.158, 6.893
646.919, -4.157, 6.892
647.285, -4.157, 6.891
647.651, -4.157, 6.890
648.018, -4.157, 6.889
648.384, -4.156, 6.888
648.750, -4.156, 6.887
649.116, -4.156, 6.886
649.483, -4.156, 6.885
649.849, -4.156, 6.883
650.215, -4.155, 6.882
650.581, -4.155, 6.881
650.947, -4.155, 6.880
651.314, -4.155, 6.879
651.680, -4.154, 6.878
652.046, -4.154, 6.877
652.412, -4.154, 6.876
652.778, -4.154, 6.875
653.145, -4.154, 6.874
653.511, -4.153, 6.873
653.877, -4.153, 6.872
654.243, -4.153, 6.871
654.610, -4.153, 6.870
654.976, -4.153, 6.869
655.342, -4.152, 6.868
655.708, -4.152, 6.867
656.074, -4.152, 6.866
656.441, -4.152, 6.865
656.807, -4.151, 6.864
657.173, -4.151, 6.863
657.539, -4.151, 6.861
657.905, -4.151, 6.861
658.272, -4.151, 6.860
658.638, -4.150, 6.860
659.004, -4.150, 6.859
659.370, -4.150, 6.858
659.737, -4.149, 6.856
660.103, -4.149, 6.854
660.469, -4.149, 6.852
660.835, -4.149, 6.851
661.201, -4.149, 6.850
661.568, -4.149, 6.849
661.934, -4.149, 6.849
662.300, -4.148, 6.848
662.666, -4.148, 6.847
663.032, -4.148, 6.846
663.399, -4.148, 6.845
663.765, -4.148, 6.844
664.131, -4.147, 6.843
664.497, -4.147, 6.842
664.864, -4.147, 6.841
665.230, -4.147, 6.840
665.596, -4.146, 6.839
665.962, -4.146, 6.838
666.328, -4.146, 6.837
666.695, -4.146, 6.836
667.061, -4.146, 6.835
667.427, -4.145, 6.834
667.793, -4.145, 6.833
668.159, -4.145, 6.832
668.526, -4.145, 6.831
668.892, -4.145, 6.830
669.258, -4.144, 6.829
669.624, -4.144, 6.828
669.991, -4.144, 6.827
670.357, -4.144, 6.826
670.723, -4.144, 6.825
671.089, -4.143, 6.824
671.455, -4.143, 6.823
671.822, -4.143, 6.822
672.188, -4.143, 6.821
672.554, -4.143, 6.820
672.920, -4.142, 6.819
673.286, -4.142, 6.818
673.653, -4.142, 6.817
674.019, -4.142, 6.816
674.385, -4.142, 6.815
674.751, -4.142, 6.814
675.118, -4.141, 6.813
675.484, -4.141, 6.812
675.850, -4.141, 6.811
676.216, -4.141, 6.810
676.582, -4.141, 6.810
676.949, -4.140, 6.809
677.315, -4.140, 6.808
677.681, -4.140, 6.807
678.047, -4.140, 6.806
678.414, -4.140, 6.805
678.780, -4.139, 6.804
679.146, -4.139, 6.803
679.512, -4.139, 6.802
679.878, -4.139, 6.801
680.245, -4.139, 6.800
680.611, -4.138, 6.799
680.977, -4.138, 6.798
681.343, -4.138, 6.798
681.709, -4.138, 6.797
682.076, -4.138, 6.796
682.442, -4.137, 6.795
682.808, -4.137, 6.794
683.174, -4.137, 6.793
683.541, -4.137, 6.792
683.907, -4.137, 6.791
684.273, -4.137, 6.790
684.639, -4.136, 6.790
685.005, -4.136, 6.789
685.372, -4.136, 6.788
685.738, -4.136, 6.787
686.104, -4.136, 6.786
686.470, -4.135, 6.785
686.836, -4.135, 6.784
687.203, -4.135, 6.783
687.569, -4.135, 6.782
687.935, -4.135, 6.781
688.301, -4.134, 6.781
688.668, -4.134, 6.780
689.034, -4.134, 6.779
689.400, -4.134, 6.778
689.766, -4.134, 6.777
690.132, -4.134, 6.776
690.499, -4.133, 6.776
690.865, -4.133, 6.775
691.231, -4.133, 6.774
691.597, -4.133, 6.773
691.964, -4.133, 6.772
692.330, -4.132, 6.771
692.696, -4.132, 6.770
693.062, -4.132, 6.769
693.428, -4.132, 6.769
693.795, -4.132, 6.768
694.161, -4.132, 6.767
694.527, -4.131, 6.766
694.893, -4.131, 6.765
695.259, -4.131, 6.764
695.626, -4.131, 6.764
695.992, -4.131, 6.763
696.358, -4.130, 6.762
696.724, -4.130, 6.761
697.091, -4.130, 6.760
697.457, -4.130, 6.759
697.823, -4.130, 6.758
698.189, -4.130, 6.757
698.555, -4.129, 6.756
698.922, -4.129, 6.756
699.288, -4.129, 6.755
699.654, -4.129, 6.754
700.020, -4.129, 6.753
700.386, -4.128, 6.752
700.753, -4.128, 6.751
701.119, -4.128, 6.751
701.485, -4.128, 6.750
701.851, -4.128, 6.749
702.218, -4.128, 6.748
702.584, -4.127, 6.747
702.950, -4.127, 6.747
703.316, -4.127, 6.746
703.682, -4.127, 6.745
704.049, -4.127, 6.744
704.415, -4.127, 6.743
704.781, -4.126, 6.742
705.147, -4.126, 6.742
705.513, -4.126, 6.741
705.880, -4.126, 6.740
706.246, -4.126, 6.739
706.612, -4.125, 6.739
706.978, -4.125, 6.738
707.345, -4.125, 6.737
707.711, -4.125, 6.736
708.077, -4.125, 6.735
708.443, -4.125, 6.735
708.809, -4.124, 6.734
709.176, -4.124, 6.733
709.542, -4.124, 6.732
709.908, -4.124, 6.731
710.274, -4.124, 6.730
710.640, -4.124, 6.729
711.007, -4.123, 6.729
711.373, -4.123, 6.728
711.739, -4.123, 6.727
712.105, -4.123, 6.727
712.472, -4.123, 6.726
712.838, -4.122, 6.725
713.204, -4.122, 6.724
713.570, -4.122, 6.723
713.936, -4.122, 6.723
714.303, -4.122, 6.722
714.669, -4.122, 6.721
715.035, -4.121, 6.720
715.401, -4.121, 6.719
715.767, -4.121, 6.719
716.134, -4.121, 6.718
716.500, -4.121, 6.717
716.866, -4.121, 6.716
717.232, -4.121, 6.716
717.599, -4.120, 6.715
717.965, -4.120, 6.714
718.331, -4.120, 6.713
718.697, -4.120, 6.712
719.063, -4.120, 6.711
719.430, -4.120, 6.711
719.796, -4.119, 6.710
720.162, -4.119, 6.710
720.528, -4.119, 6.709
720.894, -4.119, 6.708
721.261, -4.119, 6.707
721.627, -4.119, 6.707
721.993, -4.118, 6.706
722.359, -4.118, 6.705
